"Number","Location","Species","Wood Type","CTW Tmin","CTW Tmax","Latitude","Longitude","Slope April Tmax","P-value April Tmax","Slope April - April:June Tmax","P-value April - April:June Tmax","Slope April:June Tmax","P-value April:June Tmax","Slope June Tmax","P-value June Tmax","Slope April - April:June-July Tmax","P-value April - April:June-July Tmax","Slope April:June-July Tmax","P-value April:June-July Tmax","Slope June-July Tmax","P-value June-July Tmax","Slope April - April:May-August Tmax","P-value April - April:May-August Tmax","Slope April:May-August Tmax","P-value April:May-August Tmax","Slope May-August Tmax","P-value May-August Tmax"
151,"NorthRoundPondPlot1, NH","Acer saccharum","DP",0.596638667,14.38823551,42.84514,-72.4473,0.005459178,0.513930336,-0.001225907,0.954063195,0.00024643,0.73256212,0.003075343,0.767817731,0.026168407,0.366414443,-0.000731324,0.454947183,-0.008417913,0.553729055,0.011058665,0.730085749,-0.000207486,0.856330903,0.000227662,0.989029204
152,"NorthRoundPondPlot1, NH","Fagus grandifolia","DP",0.596638667,14.38823551,42.84514,-72.4473,0.001360675,0.811947594,-0.00119498,0.934819899,9.41e-05,0.849150689,0.001613891,0.820932628,-0.000579271,0.976709177,6.85e-05,0.918642631,0.00209362,0.829378455,-0.017911032,0.418158628,0.000715151,0.367268906,0.013344414,0.243043397
153,"NorthRoundPondPlot3, NH","Acer rubrum","DP",0.596638667,14.38823551,42.84417,-72.44976,0.00225927,0.772127708,0.032007772,0.106175263,-0.001095439,0.10250602,-0.016781652,0.082427686,0.06389266,0.016744377,-0.002175984,0.015933378,-0.032298304,0.013504781,0.046430395,0.122811216,-0.00163914,0.128476993,-0.022644182,0.145782614
154,"NorthRoundPondPlot3, NH","Betula lenta","DP",0.596638667,14.38823551,42.84417,-72.44976,0.011175779,0.448738005,0.080047687,0.03831813,-0.002592497,0.053614739,-0.040606683,0.04232751,0.137543328,0.009019735,-0.004533413,0.012390397,-0.070298765,0.010301418,0.137026768,0.02751152,-0.004720803,0.036951955,-0.071848949,0.033972776
155,"Bendix, IN","Acer saccharum","DP",3.583193362,14.64201705,41.664711,-86.508244,0.003854061,0.681810091,0.094632528,2.02e-05,-0.003283241,8.41e-06,-0.047385035,1.12e-05,0.127689183,6.86e-06,-0.004246429,4.44e-06,-0.06194156,4.16e-06,0.089662587,0.004536991,-0.003192166,0.004495888,-0.04795523,0.003614897
156,"Warren, MI","Fagus grandifolia","DP",3.583193362,14.64201705,41.827776,-86.623331,0.002599865,0.743959057,0.094804975,2.17e-07,-0.003336985,4.38e-08,-0.048510599,5.33e-08,0.13464639,6.45e-09,-0.004533139,2.34e-09,-0.064269878,7.09e-09,0.102617579,9.05e-05,-0.003721811,6.71e-05,-0.052030389,0.000154984
157,"Alan Seeger Natural Area, PA","Liriodendron tulipifera","DP",2.962184931,14.68739521,40.69,-77.75,0.01179022,0.17835212,0.044771901,0.052143825,-0.001201602,0.120934654,-0.013532904,0.228111987,0.060337293,0.037466908,-0.00173431,0.078344321,-0.022181503,0.123027142,0.052417295,0.090305592,-0.001580775,0.170164425,-0.021597823,0.194015249
158,"Montgomery Place, NY","Liriodendron tulipifera","DP",1.978151285,14.80504227,42.0088,-73.91875,0.022028317,0.010733943,0.078219929,0.000717652,-0.00202162,0.008230258,-0.024456595,0.033229926,0.109455301,0.000667993,-0.003023743,0.004485526,-0.037252212,0.020550377,0.12564087,0.00033247,-0.003790786,0.002100064,-0.043730264,0.019116788
159,"Mohonk Preserve, NY","Betula lenta","DP",2.052941208,15.30000031,41.7986333,-74.11255,-0.024659014,0.491255041,0.0099283,0.913048899,-0.001233141,0.678916596,-0.034555307,0.432305613,-0.02773168,0.81930965,0.000107045,0.978855845,-0.018254755,0.760903033,-0.050130294,0.707492896,0.000936141,0.843036451,-0.003441364,0.96085275
160,"Mohonk Preserve, NY","Liriodendron tulipifera","DP",2.052941208,15.30000031,41.7986333,-74.11255,0.012225593,0.172682118,0.069395727,0.001969262,-0.002041274,0.005319707,-0.02721289,0.013028581,0.095711822,0.001401366,-0.002907754,0.003415635,-0.040306108,0.006808802,0.103671191,0.001538333,-0.003363047,0.003584381,-0.046001218,0.007886667
161,"Palmaghatt1, NY","Betula alleghaniensis","DP",2.052941208,15.30000031,41.710008,-74.247273,-0.007775988,0.211098755,0.046965482,0.002666419,-0.001921443,0.000181468,-0.030083254,8.48e-05,0.051232188,0.01330781,-0.00200144,0.003038631,-0.033601092,0.000915142,0.03911568,0.090916171,-0.001687055,0.036198681,-0.029027634,0.016104724
162,"Canterbury, IN","Liriodendron tulipifera","DP",3.496638732,15.35546246,41.126197,-85.109915,0.000804399,0.928972954,0.116168373,6.45e-09,-0.004099539,4.22e-10,-0.060675246,7.94e-10,0.153333752,1.69e-09,-0.00521642,3.2e-10,-0.076906709,8.72e-10,0.146394441,2.91e-07,-0.005324659,1.05e-07,-0.079353494,2.02e-07
163,"Oppenheim, IN","Acer saccharum","DP",3.526890805,15.4151263,41.339479,-85.763455,0.002103008,0.748352457,-0.008255943,0.607738303,0.000369793,0.480630143,0.004389738,0.581737306,-0.010512423,0.60370652,0.000431563,0.510317385,0.005728305,0.566364406,-0.012250242,0.577433989,0.000525813,0.494082907,0.008774506,0.459064138
164,"Oppenheim, IN","Liriodendron tulipifera","DP",3.526890805,15.4151263,41.339479,-85.763455,0.005438503,0.544055488,0.088596014,2.67e-05,-0.002968551,1.63e-05,-0.044628894,2.1e-05,0.110337138,3.53e-05,-0.003588488,3.23e-05,-0.053837624,4.48e-05,0.099520167,0.000701664,-0.003446561,0.000782744,-0.052466933,0.000933003
165,"Ginn, IN","Liriodendron tulipifera","DP",3.681512672,15.54621878,40.348062,-85.438848,0.009609116,0.471461892,0.165465091,1.9e-08,-0.005569127,6.37e-09,-0.082181841,2.23e-08,0.206531166,8.26e-09,-0.006867585,5.09e-09,-0.102501635,1.66e-08,0.172949556,1.39e-05,-0.006116689,1.45e-05,-0.092470401,2.46e-05
166,"Davey Woods, OH","Liriodendron tulipifera","DP",2.831932815,15.55714315,40.137556,-83.907942,0.012356754,0.239162813,0.13266815,3.16e-08,-0.004370756,3.66e-08,-0.065811836,8.45e-08,0.158849061,8.7e-08,-0.005110494,1.52e-07,-0.078962671,2.02e-07,0.143401481,1.57e-05,-0.004890907,3.21e-05,-0.076674601,2.64e-05
167,"Hueston Woods, OH","Fagus grandifolia","DP",4.352941251,16.6000003,39.578252,-84.738961,0.013934091,0.127652434,0.118531431,4.01e-09,-0.003648885,8.78e-09,-0.057049262,5.26e-08,0.130694913,1.01e-07,-0.004003175,3.18e-07,-0.064411928,8.15e-07,0.107445533,7.01e-05,-0.003428551,0.000229328,-0.055331942,0.000351518
168,"Hueston Woods, OH","Liriodendron tulipifera","DP",4.352941251,16.6000003,39.578252,-84.738961,0.017566752,0.160144024,0.145533716,2.02e-07,-0.004464136,4.15e-07,-0.071136479,9.15e-07,0.170703855,4.16e-07,-0.005250345,1.09e-06,-0.086341226,1.38e-06,0.154891011,2.54e-05,-0.005034927,7.1e-05,-0.084131285,6.19e-05
169,"Meltzer, IN","Acer saccharum","DP",4.647899226,16.80924407,39.505057,-85.669107,0.000398417,0.967398775,0.044749039,0.043488628,-0.001497951,0.026551184,-0.023550461,0.03658967,0.063726274,0.014009246,-0.002081294,0.00872171,-0.032361767,0.015049886,0.081702616,0.004025254,-0.002882813,0.002432797,-0.045504475,0.004135622
170,"Meltzer, IN","Liriodendron tulipifera","DP",4.647899226,16.80924407,39.505057,-85.669107,0.006384224,0.614804224,0.143011562,3.07e-07,-0.004623134,7.84e-08,-0.075149831,1.45e-07,0.182544275,2.83e-08,-0.005850155,1.09e-08,-0.09593753,2.35e-08,0.183863427,2.42e-07,-0.006382365,1.31e-07,-0.105379354,1.83e-07
171,"Kickapoo, IL","Acer saccharum","DP",4.780672357,17.50840365,40.138291,-87.745765,0.006255919,0.457813193,0.092917068,1.83e-07,-0.00283984,6.58e-08,-0.047997348,1.54e-07,0.122082881,5.14e-09,-0.003759831,2.57e-09,-0.063315428,1.13e-08,0.123402478,6.78e-08,-0.004114839,4.95e-08,-0.069663244,1.77e-07
172,"Otter Creek, PA","Liriodendron tulipifera","DP",4.139495885,17.62605081,39.8784667,-76.3863667,0.000326876,0.97649606,0.04073581,0.143104003,-0.001322193,0.113671042,-0.022394809,0.113775202,0.054457381,0.142998556,-0.001760139,0.127374216,-0.031348711,0.107359404,0.006906555,0.86112785,-0.000229406,0.862076093,-0.006737632,0.760179561
173,"Latimer Woods, IN","Acer saccharum","DP",5.062184947,18.00672301,39.158303,-86.493394,0.005162272,0.547640866,0.089712874,5.18e-07,-0.002873499,1.38e-07,-0.052756446,5.03e-08,0.101796519,9.33e-07,-0.003238846,4.56e-07,-0.059544241,2.15e-07,0.111445463,7.98e-07,-0.003825143,4.8e-07,-0.069679479,2.65e-07
174,"Latimer Woods, IN","Liriodendron tulipifera","DP",5.062184947,18.00672301,39.158303,-86.493394,0.007195367,0.543966268,0.10711549,2.11e-05,-0.003395841,9.45e-06,-0.0613635,6.87e-06,0.131431067,5.5e-06,-0.004163951,3.21e-06,-0.075583805,2.37e-06,0.128824432,5.14e-05,-0.004377443,4.24e-05,-0.079063051,3.41e-05
175,"Lily Dicky Nature Preserve, IN","Acer saccharum","DP",5.062184947,18.00672301,39.2361,-86.2204,0.001391075,0.871965799,0.047132576,0.012525993,-0.001552302,0.00676786,-0.027732836,0.006524281,0.046576491,0.033479539,-0.001513836,0.025174858,-0.027772513,0.021713305,0.043194085,0.07068691,-0.001504303,0.060960491,-0.02665992,0.062536231
176,"Lily Dicky Nature Preserve, IN","Liriodendron tulipifera","DP",5.062184947,18.00672301,39.2361,-86.2204,0.005814599,0.574832539,0.109770144,3.1e-07,-0.003528646,6.9e-08,-0.06355487,4.69e-08,0.129387702,2.51e-07,-0.004121349,1.03e-07,-0.074455767,7.61e-08,0.12977641,2.14e-06,-0.00445121,1.29e-06,-0.080143395,1.03e-06
177,"MMSF Flux Site, IN","Acer saccharum","DP",5.062184947,18.00672301,39.3232,-86.4131,0.006543904,0.459872556,0.071626941,0.000132064,-0.002205416,9.65e-05,-0.039665847,8.53e-05,0.082016044,0.000162141,-0.002511683,0.000158256,-0.046486082,0.000102123,0.066770201,0.004826484,-0.002163897,0.006182126,-0.040740793,0.003913986
178,"MMSF Flux Site, IN","Liriodendron tulipifera","DP",5.062184947,18.00672301,39.3232,-86.4131,0.01298736,0.304612072,0.078451792,0.002144679,-0.002276492,0.003323612,-0.039885665,0.004141778,0.089259651,0.003014865,-0.002540888,0.005240394,-0.04462031,0.006566695,0.098838381,0.002965358,-0.003047952,0.005248013,-0.052840096,0.007184342
179,"Lincoln's New Salem, IL","Acer saccharum","DP",5.921848837,18.0697483,39.982858,-89.852411,0.009629662,0.244415731,0.063205408,0.000550876,-0.001721615,0.00105336,-0.028358796,0.002817492,0.088647747,3.8e-05,-0.002505683,7.24e-05,-0.042815936,0.000210128,0.092427451,7.36e-05,-0.00283967,0.000147399,-0.048129564,0.000449353
180,"Riddle, OH","Liriodendron tulipifera","DP",4.152941237,18.12605082,39.349399,-82.072414,0.003876486,0.696760586,0.07209435,0.002587582,-0.002359753,0.001820559,-0.039712146,0.003075671,0.081237274,0.005149032,-0.002650911,0.004664955,-0.044741006,0.007557444,0.10556388,0.000430794,-0.003689919,0.000342988,-0.063762481,0.000492572
181,"Hoot Woods Site Easement, IN","Liriodendron tulipifera","DP",5.340336215,18.311765,39.25,-86.89,0.005104475,0.620191887,0.088768572,6.21e-05,-0.00277558,2.64e-05,-0.050355169,2.24e-05,0.106016535,3.88e-05,-0.003306969,2.31e-05,-0.060576973,1.86e-05,0.085778699,0.002274954,-0.002848021,0.002102317,-0.052600578,0.001716632
182,"Fox Ridge, IL","Acer saccharum","DP",6.356302629,18.64117681,39.395555,-88.161265,0.00896452,0.447594368,0.119579691,7.33e-07,-0.003535104,2.75e-07,-0.065611794,2.36e-07,0.152394967,7.99e-08,-0.004539085,4.47e-08,-0.084469471,5.16e-08,0.160669619,2.44e-07,-0.005200809,1.84e-07,-0.097205067,2.07e-07
183,"MOz Flux Site, MO","Acer saccharum","DP",6.889075754,19.09747942,38.7441,-92.2,0.001230434,0.903692886,0.072618543,0.000291791,-0.002325657,5.15e-05,-0.042186225,8.87e-05,0.082714072,0.000459911,-0.002528081,0.000157011,-0.046175885,0.000271374,0.089341527,0.000646048,-0.00293759,0.000293192,-0.053264771,0.000567952
184,"Donaldson Woods Nature Preserve, IN","Acer saccharum","DP",5.52100849,19.11092478,38.73,-86.42,0.01006516,0.289753236,0.099320882,3.1e-07,-0.002961845,2.24e-07,-0.05410154,6.56e-07,0.104267951,3.8e-06,-0.003097664,4.89e-06,-0.057110661,9.89e-06,0.105693208,1.27e-05,-0.003371455,1.92e-05,-0.062849213,2.66e-05
185,"Donaldson Woods Nature Preserve, IN","Liriodendron tulipifera","DP",5.52100849,19.11092478,38.73,-86.42,0.008979461,0.438085157,0.084698043,0.000512605,-0.002512756,0.000460388,-0.046720559,0.000567667,0.108917349,0.000101459,-0.003271351,9.93e-05,-0.060072479,0.00016484,0.111452044,0.000180786,-0.003603478,0.00019852,-0.066123069,0.000309455
186,"Pionner Mothers Research Natural Area, IN","Acer saccharum","DP",5.52100849,19.11092478,38.54,-86.45,0.006850117,0.408726936,0.09015903,6.08e-08,-0.002764645,1.94e-08,-0.052051643,2.21e-08,0.09756368,6.24e-07,-0.002969404,4.43e-07,-0.056280898,4.35e-07,0.084675692,6.61e-05,-0.002736759,7.38e-05,-0.053380631,4.12e-05
187,"Pionner Mothers Research Natural Area, IN","Liriodendron tulipifera","DP",5.52100849,19.11092478,38.54,-86.45,0.001279378,0.889832641,0.099673866,4.51e-08,-0.003264023,1.95e-09,-0.062162558,1.2e-09,0.117630116,3.57e-08,-0.003805438,4.06e-09,-0.07223538,3.23e-09,0.114937524,5.22e-07,-0.003994637,1.05e-07,-0.075538076,9.35e-08
188,"Babler, MO","Acer saccharum","DP",7.336134542,19.21932809,38.620428,-90.694719,0.014205179,0.112436629,0.077811124,2.03e-05,-0.002048892,6.88e-05,-0.03666425,0.000195228,0.096571067,7.18e-06,-0.002576721,2.62e-05,-0.046366289,9.39e-05,0.090116148,0.000161906,-0.002539984,0.000594421,-0.046036427,0.001290471
189,"Beall Woods, IL","Acer saccharum","DP",7.317647175,19.22352972,38.349771,-87.828127,0.01747839,0.065541307,0.097845359,8.88e-07,-0.002544685,4.8e-06,-0.045852914,1.83e-05,0.123801635,1.22e-07,-0.003349745,6.9e-07,-0.061919353,2.11e-06,0.11802874,4.2e-06,-0.003402919,2.35e-05,-0.065049535,2.79e-05
190,"Beall Woods, IL","Liriodendron tulipifera","DP",7.317647175,19.22352972,38.349771,-87.828127,0.008419162,0.408784819,0.099373559,2.73e-06,-0.002879918,1.47e-06,-0.053712122,2.11e-06,0.118069731,2.79e-06,-0.003454573,2.42e-06,-0.065104321,3.11e-06,0.113556535,3.87e-05,-0.003558157,4.46e-05,-0.067058438,5.46e-05
191,"Joyce Kilmer, NC","Liriodendron tulipifera","DP",5.268907665,19.39916002,35.358468,-83.930323,-0.009969784,0.337011323,0.030409597,0.130089714,-0.001425804,0.020403271,-0.027805038,0.018749821,0.0449063,0.065061884,-0.001890478,0.013555089,-0.03706389,0.013687811,0.055914689,0.040667033,-0.002449074,0.009715566,-0.046532985,0.011113714
192,"Boogerman, TN","Liriodendron tulipifera","DP",5.304201752,19.6159668,35.621211,-83.086317,-0.001006935,0.900684916,0.033502366,0.040835055,-0.001180287,0.016247723,-0.022478205,0.018482161,0.032397609,0.107754536,-0.001123079,0.070954908,-0.020980331,0.087356214,0.029378687,0.190028836,-0.001098644,0.146699355,-0.020828708,0.158319802
193,"Porter's Creek, TN","Liriodendron tulipifera","DP",5.304201752,19.6159668,35.677073,-83.397134,-0.0084848,0.343065736,0.027767877,0.125149854,-0.001239914,0.022738962,-0.025663059,0.015434703,0.033443147,0.131792709,-0.001409641,0.040200848,-0.029160525,0.031875483,0.036520404,0.138611361,-0.00162724,0.051300634,-0.03192933,0.050724099
194,"Rainbow Falls, TN","Liriodendron tulipifera","DP",5.304201752,19.6159668,35.664957,-83.463175,0.004398727,0.647678651,0.056833769,0.003398663,-0.001793383,0.002019832,-0.033790938,0.002798813,0.063521826,0.00769453,-0.001987751,0.006853454,-0.037770321,0.009319112,0.080257756,0.002288794,-0.002742813,0.002016747,-0.052521857,0.002469684
195,"Hemmer, IN","Acer saccharum","DP",7.348739628,19.79916011,38.229087,-87.366519,0.023532752,0.016672512,0.109617422,6.59e-08,-0.00281613,1.22e-06,-0.05330056,1.09e-05,0.132401958,6.02e-08,-0.003404215,9.77e-07,-0.062784368,1.58e-05,0.123120813,3.64e-06,-0.003314961,4.72e-05,-0.060917838,0.000322667
196,"Smithsonian Conservation Biology Institute, VA","Fagus grandifolia","DP",5.006896621,19.8094831,38.8935,-78.1454,0.010465368,0.192550988,0.039663356,0.032972162,-0.000947525,0.080907267,-0.018883009,0.073345685,0.072222678,0.001310778,-0.002009557,0.003207039,-0.039388128,0.002891205,0.095718946,4.64e-05,-0.002985942,0.000112899,-0.058679177,7.63e-05
197,"Smithsonian Conservation Biology Institute, VA","Liriodendron tulipifera","DP",5.006896621,19.8094831,38.8935,-78.1454,0.001323597,0.854599984,-0.011386043,0.505187611,0.000407547,0.41179359,0.00712904,0.456938721,-0.00270059,0.895773656,0.00012913,0.834815012,0.00176463,0.882891572,-0.001872006,0.931823198,0.000110644,0.876989581,0.001656814,0.903872828
198,"Fiddler's Green, VA","Liriodendron tulipifera","DP",5.067226971,19.85546265,37.7694333,-79.2415167,-0.00406719,0.70697386,0.045262437,0.073035692,-0.001658316,0.031599652,-0.030361286,0.040351526,0.082268612,0.010569063,-0.002866389,0.004636618,-0.053402306,0.005995783,0.081915177,0.015601624,-0.003068095,0.007700046,-0.05901282,0.007614444
199,"Fiddler's Green, VA","Magnolia acuminata","DP",5.067226971,19.85546265,37.7686833,-79.2423833,0.013608075,0.135726849,0.044640533,0.037491056,-0.001043219,0.108715814,-0.016309654,0.196611588,0.045999664,0.095823216,-0.001075416,0.212718843,-0.018249431,0.275437728,0.037933849,0.19128086,-0.000868013,0.376275685,-0.017251993,0.364831237
200,"Wesselman, IN","Liriodendron tulipifera","DP",7.78319337,20.1210088,37.984732,-87.512485,0.016970091,0.148125479,0.113067843,1.31e-06,-0.003030983,2.59e-06,-0.059332589,4.21e-06,0.14059388,3.32e-07,-0.003874622,8.24e-07,-0.077218905,9.83e-07,0.14974628,5.93e-07,-0.004445486,1.63e-06,-0.089961664,1.26e-06
201,"Daniel Boone London District, KY","Fagus grandifolia","DP",5.928571527,20.29831973,37.13,-84.27,0.000303863,0.968456559,0.057609144,0.000317485,-0.001958339,6.18e-05,-0.038048831,9.34e-05,0.064692864,0.000821038,-0.002167338,0.000325753,-0.041473524,0.000622409,0.049345486,0.02153424,-0.001763132,0.014744684,-0.033485401,0.019172154
202,"Daniel Boone London District, KY","Liriodendron tulipifera","DP",5.928571527,20.29831973,37.13,-84.27,-0.005926905,0.524125007,0.056577486,0.003666733,-0.002135372,0.000347374,-0.042243207,0.000384301,0.056664186,0.016459636,-0.002106576,0.004309542,-0.040657936,0.006147992,0.048381448,0.062536819,-0.001952572,0.025927755,-0.03652739,0.035482061
203,"Mammoth Cave, KY","Liriodendron tulipifera","DP",7.275630384,20.48739537,37.187032,-86.103961,-0.008241143,0.415855796,0.065281218,0.000692878,-0.00244126,1.52e-05,-0.049770569,1.01e-05,0.063300792,0.006769986,-0.002349513,0.0008356,-0.04773296,0.000752632,0.058839463,0.024684119,-0.002342615,0.005950711,-0.046725758,0.006344362
204,"Feryne Cliffe Nature Preserve, IL","Liriodendron tulipifera","DP",7.633613602,20.57731133,37.5294,-88.9828,0.001982534,0.870262351,0.118929229,2.74e-07,-0.00359704,1.25e-08,-0.073789125,5.23e-09,0.161328964,3.12e-09,-0.00487674,2.52e-10,-0.100804495,9.03e-11,0.163549074,6.21e-08,-0.005277777,1.1e-08,-0.108432685,6.43e-09
205,"Frick Creek, GA","Liriodendron tulipifera","DP",6.917647173,20.74117686,34.76,-84.3,-0.01524411,0.098892527,0.016415289,0.304060844,-0.001113019,0.017616454,-0.021913538,0.024216454,0.009914796,0.61081575,-0.000863669,0.14549673,-0.016021086,0.199064517,0.014427606,0.521355166,-0.001099655,0.150537014,-0.01774515,0.260124485
206,"Chinquapin Ridge, TN","Liriodendron tulipifera","DP",6.678991698,20.98571467,35.689201,-83.61108,-0.007095114,0.420080936,0.03699776,0.039697006,-0.001441137,0.005584057,-0.029807755,0.005786664,0.051952878,0.016495446,-0.001909139,0.003176494,-0.04026735,0.003234318,0.044651865,0.063561458,-0.001804857,0.021657758,-0.036330829,0.02698163
207,"Forge Creek, TN","Liriodendron tulipifera","DP",6.678991698,20.98571467,35.553618,-83.838504,-0.006914657,0.48441841,0.069595342,0.000380605,-0.002500662,1.16e-05,-0.051969903,1.13e-05,0.093437876,7.53e-05,-0.003244596,4.69e-06,-0.069624465,3.18e-06,0.105172637,5.23e-05,-0.003909436,4.75e-06,-0.081169162,5.39e-06
208,"Scotts Gap, TN","Liriodendron tulipifera","DP",6.678991698,20.98571467,35.594863,-83.916167,-0.017542052,0.140031075,0.082725429,0.000331027,-0.003277154,1.29e-06,-0.069273978,9.64e-07,0.111283926,6.48e-05,-0.004165199,7.68e-07,-0.090044484,4.85e-07,0.120152636,0.000100518,-0.004802583,2.54e-06,-0.099533367,3.64e-06
